# COLDARRI   COLDARRX   COLDARRY   COLDARRZ
#
     13034       3.00        110     5.5915
      9119       5.80        225    104.305
      9127       5.60        255    94.2727
     13753       2.30        275    10.3755
      9375       4.40         40    45.7246
      9210       4.20        225     69.542
      9225       2.90        225    2.64574
     10593       4.70        290    70.8466
      9249       3.10        215    86.5194
     14954       3.50        250    22.9791
     14151       2.50        150    5.60336
      9272       5.50        210    93.0478
     10872       4.20        285    67.7873
     13719       2.90         35    29.2051
     15001       5.30        160    84.9533
      9316       5.50         70    98.9437
      9318       3.90        215    54.0593
     13062       2.60        165    9.36157
      9412       2.30         30    39.0701
      9422       3.30        170    5.86589
     11242       4.70        210     77.359
      9492       2.70        180    6.91963
     11812       5.50         35    91.0791
     11486       5.50        235    91.5068
     14320       4.40        170    75.0929
      9522       4.10        165    65.2224
     12528       3.70        255    41.0835
      9555       2.60        125    9.35055
      9568       4.20        210    70.8958
     14401       2.50        235    5.23804
      9611       5.90        240    108.649
      9645       5.20        250    85.8369
      9690       4.50        300    79.3953
     13349       4.40        175    42.6343
     12830       2.60        140    12.4581
      9742       2.80        235    81.3424
      9861       6.30         50    105.416
      9875       5.20        140    85.2527
     14855       4.50        205    72.8899
      9913       6.10        295    111.954
      9917       4.50        195    82.2618
     14186       4.80        285    80.3502
      9940       5.10        145    87.4861
     14390       3.20        160    3.90163
      9970       4.90        225    77.6101
     12712       4.40        275    79.2556
      9992       4.00        115    47.3315
     12077       2.00         60    19.1012
     11854       5.20        240    87.4593
     10024       5.50        120    99.0904
     10078       2.60        300    3.18169
     10092       4.80         25    63.2849
     10099       6.00        275    110.546
     10100       5.70        260     97.578
     10105       3.20        145    3.89482
     10112       2.70        190    6.95181
     13067       4.70        105    78.4217
     14972       2.60        145    13.0668
     10515       5.70        285    96.5475
     10177       5.10        295    78.8467
     10198       3.40        205    11.3016
     10207       5.40         25    90.7428
     10251       4.40        285    79.3973
     10285       3.80         55    12.1518
     10297       5.40        155    91.8044
     13928       5.10        250    85.7787
     10388       4.20        260    75.4776
     13676       2.90        275    2.36641
     10421       5.20        275    83.0772
     11256       5.90        215     108.58
     10464       5.00         95    81.5539
     10522       5.80        300    94.9655
     12667       4.80         45    72.2282
     14759       5.10        180    86.3051
     10557       2.60        210    7.09615
     10981       3.80        250    39.2216
     10657       5.40         80    102.136
     10676       4.90        230     81.467
     14361       2.90        145    4.54681
     11184       3.30         90    4.61407
     10822       2.90        295    2.52378
     10853       5.60        265     89.499
     10904       4.70        295    84.5897
     10918       5.70        105     109.95
     10927       5.00         80    81.5417
     11013       5.00        110    82.7837
     11021       5.30         30    82.7167
     13941       4.80        230    78.4442
     11969       4.10        270    65.9433
     11108       6.00        165    113.768
     11981       4.40        290    80.5159
     11145       2.10        215    6.76652
     11177       5.50        220    92.6889
     12024       5.70        275    94.6553
     11253       2.80        195    4.29294
     11297       4.60         55    71.3194
     11358       5.30        235    90.9585
     11393       4.60         40    59.1366
     11399       3.30        155    5.23569
     11449       5.40        175    90.1085
     11551       4.70         45    67.6853
     12416       3.10        130    3.87067
     11596       5.70         60    103.691
     11621       5.70        165    105.531
     12841       4.60        160    53.7827
     12222       5.40        125    91.7179
     11692       5.80        210    103.747
     12842       2.90        230    2.40438
     11748       3.90        260    51.0241
     11789       6.40        170    115.198
     12058       5.50        230    89.2783
     11866       4.20        230     71.373
     11915       3.70        215    33.8305
     11948       5.70        100    110.007
     11959       5.60         85    96.8468
     11966       4.60        175    84.2768
     12073       5.20        150    86.8476
     12140       6.00        195     113.36
     12160       5.60        165    96.1184
     12234       5.30        145    89.1343
     12238       5.90        290    99.6541
     12260       5.20        120    86.9762
     12263       4.30        215    78.3565
     12296       3.00        135    3.87077
     12374       5.70         75    109.388
     14879       4.30        230    71.9086
     12935       2.40        230    10.8242
     12653       4.70        225    87.3248
     12677       2.80        280    77.0255
     12682       3.10        260    4.71778
     13544       4.40        225    71.0546
     12707       5.70        200    102.811
     12746       5.70        270      97.91
     12790       5.60        225    96.1794
     13429       5.70         50     102.93
     14065       3.80        280    49.8375
     13642       4.90        240    87.8397
     12958       5.50        225    92.8103
     13089       4.60        260    76.5948
     13111       6.40         85    111.114
     13141       5.80        280    98.0417
     13204       4.20        155    29.4935
     13222       5.00         85    82.2153
     13231       2.80        210    72.6834
     13237       3.90        120    39.6379
     13260       4.10        295    72.3023
     13265       2.30        280    63.9274
     13323       3.60        275    32.2459
     13348       3.40        255    95.1173
     14832       5.80        185     106.64
     13386       3.00        170    3.11567
     13418       4.00        270    78.1919
     13432       4.90        150     84.387
     13461       5.80         40    102.029
     14555       5.00         65    81.8724
     13482       4.90        200    87.4177
     13543       5.90        175    111.888
     13549       5.00        105    83.8621
     13562       4.50         35    45.9771
     13585       4.80        190    86.4096
     13592       5.80         35    99.6395
     13638       5.30         35    95.5779
     13672       5.70        180    103.028
     13686       5.20        265    75.5986
     13711       4.80        125    81.6595
     14373       5.40         35    89.0988
     13772       5.50        100    103.944
     13828       3.50        155    12.1118
     13831       5.90        200    110.684
     13887       5.00        165    82.8261
     13898       5.20        125    87.4226
     13901       5.70        255    98.6999
     13916       6.00        280    108.558
     14784       3.60        290    33.0582
     13999       5.80        245    92.6188
     14033       4.20        265    75.9329
     14117       5.40        145    91.5797
     14160       5.20        295    89.4098
     14167       5.70         70    106.325
     14173       5.60         25    89.5394
     14183       6.30        300    115.875
     14184       5.70        125    108.988
     14191       4.70        140    88.7588
     14192       5.80        100    111.411
     14256       4.30        225    78.8414
     14380       4.00         25    27.1507
     14383       5.90        130    112.722
     14633       5.00         90    82.0435
     14679       2.70        120    6.62842
     14751       3.10        255    4.53891
     14773       5.60        120    105.911
     14816       4.50        160    82.8137
     14830       6.00        255    111.335
     14873       4.60        215    78.4977
     14884       5.90        275    106.457
