# COLDARRI   COLDARRX   COLDARRY   COLDARRZ
#
     13929       4.80        215    76.7009
      5186       2.50        220    5.15365
       141       2.70         95    17.3861
      9561       3.20         50    6.92712
     14703       3.30        130    4.57214
     10772       3.70         50    8.99064
       147       2.50        175    6.06486
       697       3.90        250    51.0586
       152       5.40         90    92.1623
      1743       5.10        155    86.9301
       155       2.20        110    14.6491
     14136       2.20         85    21.2432
      7481       2.10        240    17.3418
      3605       2.10         80    14.8936
       739       2.00         70      16.83
      8488       5.30        175     81.532
      2351       5.20         65    85.4919
     10946       3.10         70    2.12619
       174       5.40        255     89.511
      8571       3.00        225    19.3246
       176       2.70        300    2.48207
      1679       2.80         30    14.4942
       181       4.00        295    65.3909
      2533       3.20        270    7.39141
       186       4.60        235     86.163
      5798       3.00         95    3.64652
     13902       5.70        210    92.4481
     13688       2.90        260    2.36155
      7900       3.80        190    38.9911
      1352       3.90        285    55.5633
     11960       4.20        115    64.4857
       198       4.90        185    72.5226
      7276       2.20        225    16.4358
     12753       5.20        100    85.2992
     12989       2.40         95    10.5433
       203       6.20         35    99.7131
      8128       2.80        275    2.23637
      3167       2.40        110    15.4901
      9266       4.60        300    85.7264
       210       4.60         80    77.7958
       213       5.20        260    82.6958
       217       2.00        260    6.26043
      7194       5.00        130    74.5967
      7689       5.50        280    90.5213
       220       2.80        205    3.77201
       221       5.60        170    95.8518
      6196       2.30         90    11.1652
     10809       2.00         80    16.6405
      3685       4.40         95    67.0563
       231       4.10        135    58.5813
       232       3.70        250    37.5778
      4508       2.20        180     19.879
      1735       2.20        215     13.047
       241       2.80        260    76.7817
       246       3.60         55    7.81048
     10061       4.10        230    67.1436
      9525       3.70        280    39.0074
     14124       2.20        130    11.5126
     10638       2.30         35    21.1449
      9528       4.10        245    67.1508
     10314       3.40        185    9.47026
       262       4.10        285    71.1746
      8046       2.90        205    2.96458
       264       4.80        220    85.1032
      4964       3.00        280    3.36154
     10877       3.60        260    27.5825
      4230       3.70         30    7.65031
      3156       2.60         35    34.3949
     12060       4.20        215    69.1456
     14174       5.20        230    79.0121
      6185       4.90        155    82.2155
      4643       3.00         35    13.2607
      7854       5.10        275    85.5056
     13490       4.00        180    51.5261
     10829       4.10         40    22.8021
     10630       4.30         85    66.1029
       766       2.40        255    6.69122
     14775       4.30         35    31.3002
      6519       2.10        110    11.8179
       294       4.10        100    48.2773
       297       5.00         60    80.8974
      6075       2.00        145     16.727
      6598       4.10         45    25.5755
      7782       4.50        275    82.7653
      3253       2.20         60    17.7997
      4929       2.60        285    2.48547
      6293       2.70         65    25.8651
      2325       4.20        220    29.8689
       312       2.30        125    8.07246
     12291       2.50        160      12.62
      9691       5.60        180    98.5895
       318       4.00        175    58.2131
       487       3.30        235    8.25301
      6918       3.70        125    17.8051
       323       4.60         70    54.8481
      7374       2.20        170    6.70008
     13074       3.70         85    12.1106
      5751       2.00        295    8.40705
      1799       3.20         35    2.25768
      3172       5.30        190    80.2938
      8710       3.90        265    53.2782
     12373       3.10         60    3.74011
       340       2.60        110     18.118
     12821       5.30         40    85.4873
       347       5.10        140    79.8881
      6953       2.30        235     6.7505
      1327       4.90         50    76.9396
      3130       2.00         95    14.6408
      4978       2.30        200    6.88977
      7850       3.60        240    28.7618
     11489       2.10        250    7.68734
      1758       5.40        130    91.8409
       366       2.80         90     6.2001
       368       3.90        190    51.6882
     10445       3.20        165    3.97319
      5051       2.40        245    3.99413
      3401       4.40         55    62.4166
      7317       5.30        165    82.3415
     14762       4.00        120    50.3682
     11661       4.10         95    45.5762
       384       2.40        185     5.5315
      1401       3.30        135    4.66457
      6693       3.20        250    6.72004
      2291       2.00        225    16.4746
     12696       2.00        105    22.8617
       394       5.00        285    82.4124
     11636       3.20         75    14.2424
       397       3.30         40    4.62755
       400       4.10        255    41.3245
      1871       4.90        285    78.7531
       403       2.90        290    61.3611
      8346       5.00         25    74.9816
      3307       2.00         50    34.4429
      3908       2.40         90    8.10976
     12960       2.10        285    7.75596
       417       3.70         75    11.0759
      8736       4.70        280    81.8608
      3451       4.10        110    51.3293
       421       2.40        190    6.75896
       423       2.20        240    15.2363
      7033       2.00        195     16.049
     14532       2.50         25    35.4376
     11985       4.00        135    52.9743
       429       2.80        215    2.01575
       430       2.80         80     6.0554
      9535       5.20         50    86.5743
      5287       4.20         25    22.1268
      5106       2.80        300    2.05805
       440       4.90         75    79.4747
      5301       2.60        265    4.48388
       443       2.60        200    3.52274
     11583       5.10        225    87.3679
     10084       2.20         45    17.8466
     13522       3.80        150    28.1688
       451       5.30        195    85.4243
     10108       3.20        295    8.58868
      4690       3.90        300    53.9605
      8278       3.40         35    3.03001
     10340       4.50        115    51.8343
     10719       5.40        270    79.7115
       457       2.50         70    9.15917
      4915       3.40        165    45.2814
     14837       2.70        275     2.6388
      3073       5.40        300    90.3088
      5504       3.30        285    12.2846
       468       2.40         60    33.9723
      8605       3.40         25    5.56216
     12157       4.40        195    78.0601
     10046       3.50         45    9.51386
      2989       5.30        230    84.0734
      4515       4.40         60    58.5026
       476       2.90         30    12.6313
     14953       4.40        230    75.7235
     10613       2.90         40    7.73774
      7144       2.40        265    5.13774
      7951       2.20        125    19.9761
       482       3.20        105    4.20599
      7934       2.30         70    13.8826
      8367       4.70         90    70.5886
      2905       4.50         95    68.4078
      6316       3.00        185    2.84556
       491       2.70        270    3.77318
     11330       3.40         30    2.22297
     10090       4.00        225    55.4218
       498       5.50        260     89.453
      3483       3.30        195    10.0118
       500       2.60        180    5.48663
       501       3.10        175    25.4819
      8398       2.70        135    7.88162
       669       3.10         30    5.75235
     13434       2.40         50    17.0628
     11081       2.20         55    30.1671
     12619       3.60         25    7.93316
       511       2.70        130    7.15203
     13858       2.00        115    28.5441
      1863       3.20        200     4.7398
     12804       3.10        240    4.07414
     13114       3.80         45    11.0854
      2620       5.10        300    79.2658
       522       3.80        260    59.7954
     13558       5.30        215    89.9375
     11002       3.00         65    3.76978
       903       2.30        180    9.01631
     10130       3.60        105    10.9188
      2485       4.40        100    74.0253
       535       5.40        245     84.929
     12132       5.20        255    78.1815
       544       4.80        255    72.6045
      3383       2.00        300    13.1693
       546       3.00         50    10.1058
     10932       3.70        260    39.7497
       550       2.00        165    8.86833
      4502       2.70        210     5.1464
       553       3.50        185    86.9146
     13573       4.40        160    62.1661
       560       4.60        220    85.5718
     14114       4.90        190    79.9333
       562       5.80        220    106.012
      6898       4.90         25     66.824
      9134       4.30        250    33.2366
     11746       5.10        130    85.9279
     11044       2.30        290    4.38066
      4556       2.00        185     11.148
       570       4.30        220     74.972
     10134       4.00         60     28.003
       574       5.10        105    84.8887
       575       4.10        120    60.1561
     12345       4.00        125    48.9859
       577       4.20         40    29.4527
      9129       3.40        295    16.7505
       580       3.20        285     8.0612
     14724       2.30        285    5.26086
       583       5.50        150    97.7361
     14754       4.30         55    53.6484
      9617       3.80         95    21.9573
       591       4.10        180     66.224
       594       3.80        200    42.2086
       595       2.60         70     12.222
      8416       5.10        285    73.0648
       602       5.90        255    107.939
       603       3.30        215    80.5976
      8153       3.30         60    3.93317
      1026       3.40        215    12.1491
      2760       2.70         25    19.2091
      5780       3.60        185    19.9158
       616       3.00         55    16.2437
       991       4.60         60    69.5398
      4729       5.00        120    77.1025
       622       3.50        160    12.5284
      3148       3.00        125      5.059
      2950       5.00         45    78.9865
       631       5.80         85    109.269
     11820       4.10         35    20.5306
       640       5.80        270    102.228
       641       5.00        210    81.2715
       644       2.70        200    5.68207
      1778       3.60        245    25.6741
      9444       2.00        235    40.3813
     10243       3.30        210    7.60798
      8024       2.00        230    10.2811
       652       4.80        130    84.8699
       655       4.40        265    70.5875
     10777       3.40        130    6.30699
       659       3.40        100    5.29683
     13277       2.70        185    3.02169
      4557       5.30        290    76.5638
      1380       4.30         25     27.108
       670       4.70        275    69.1054
      4394       3.30         25    10.3245
     13486       2.90        160     3.1201
      2379       3.70         95    15.0736
     11578       3.20        225    5.51001
     11995       3.20        190    4.52686
      3822       5.40        225    89.1337
       685       3.70        195    29.0111
     11991       3.40        145    7.02692
     11706       4.80         70    73.3956
       693       4.30         65     62.284
      1807       2.40        130    13.4283
       701       5.40        240     90.648
      1566       5.60        275     88.909
       707       3.80         90    18.5219
     12720       3.30        140    4.88857
      4988       2.10        300    6.09023
      3373       2.30        225    9.82545
      6048       3.90        170    45.6872
      6182       2.70        240    2.86108
      8105       4.30        205    73.7969
     14552       4.50         55    66.3456
       941       3.60         65     7.5448
      4491       2.00         75    16.3183
       737       3.80        220    45.6108
       738       2.20         30    30.5019
      2865       3.80         30    8.71331
      9739       2.30         40    26.1701
       845       3.10        105    3.98547
      8002       3.50         40    5.06955
      3541       4.10         25     30.171
       761       4.50         50    64.6649
      2114       5.40        220    90.0566
     12097       2.10         85    15.6828
      8072       3.50        165    13.0207
      4369       2.60        220    51.4818
      1288       4.00        185    58.9313
       773       3.30        165    6.43903
      5943       3.10        125    12.3705
     14684       3.90        230    54.4577
       777       3.40        280    14.5655
      2275       2.50        110    11.6803
      9779       4.60        290    83.6738
     10254       3.10        265    5.10689
     12834       2.10         40    25.1092
     14067       4.30        160    74.5113
     12421       3.00         70    11.6167
     11572       5.20        285    81.4363
      6923       2.50         30     28.535
      6664       4.20        150    61.5656
      7423       2.50         95    6.84489
       813       2.00         25    28.3568
     11301       3.60         75    7.98378
       817       2.80         45    23.3482
      9794       4.90        300    83.1959
      8727       5.30        205    85.0701
       829       3.00        195      2.745
     10447       5.20         85    86.7786
     14599       2.70        155    52.2584
      9778       2.60         50    12.0164
       834       3.10         85    9.01319
      3820       5.30        150    83.4571
     11907       4.90        295    77.7822
      6353       3.30        220    8.30996
      3408       2.20        275    12.4609
     10500       5.50        160    94.1632
       848       3.70        245    32.7626
      5240       2.00        290    7.05252
       852       3.00        120    5.41366
      5873       2.00        190    13.9454
     14746       4.20        245    67.9336
       858       4.40        130    77.4068
      9935       3.00        130    3.97299
      1497       4.80         30      67.19
     12863       4.50        185    70.4313
      4045       4.40         75    66.9671
     14741       2.90        250     2.3555
       867       5.40         40    87.0327
       868       3.50         95    6.94043
      4610       3.20        185    4.37954
      8482       5.10         95      83.45
      5354       2.90        100    3.93055
       876       5.60        150    102.861
      6877       2.90        165    3.35089
       881       3.60        125    12.2455
      8419       2.30        105    23.0271
     12325       4.70        285    83.8749
      2671       2.30        220    5.37703
      3651       3.30        300    12.9053
       889       4.80         65    69.3365
      1537       3.20        300    8.20788
     12112       2.30         85    12.3054
     14394       4.60        285    54.1433
     12541       4.30        200    32.8896
     10226       2.90        175    3.74313
      1319       2.00        155    9.86101
      5981       3.30         95    4.90528
      9776       3.50         90    6.58257
      5333       3.70        170    28.2113
     13220       4.00         80    36.4821
     13497       5.30        250    80.3555
      9595       4.00        160    54.5228
       915       4.30        100    36.9652
     12556       3.50        195    15.2968
      8432       3.40        195    10.4071
      1671       2.20        100    15.1618
       921       4.80         55    72.6745
      3901       2.80        265    2.32756
     10116       3.50        280    24.5387
      5974       2.90        245    2.31946
      8335       5.00        250    87.3115
       932       5.40        295    87.1683
     12717       2.90         70    8.44277
      1923       3.50        220    17.8141
      2129       4.20        200    61.3388
     14681       3.90        115    31.3536
      5741       4.20        180    75.5506
       948       2.60         80    8.11065
      5143       5.30         70    87.8384
     14249       4.40         65    69.2465
       952       3.70        300    38.2424
     12816       5.30         60    89.4972
       956       5.40         45    88.2057
       957       2.30        265    9.17279
     10341       3.70         40     10.338
     10012       4.50        240    73.3025
      2011       3.70        205    27.1419
       970       3.50        190    61.1172
      5130       4.00         50    21.6745
       972       5.20         45    87.5189
      5191       3.70        210    30.1573
     10937       4.30         60    57.3644
      1003       2.00         40    30.8935
      8795       2.10         70    18.1231
      5447       4.20         30    23.8194
      7972       5.10        170    75.9297
      9421       2.70         45    14.5624
      9096       5.10         80    84.2638
       993       3.30        240    9.64349
      3396       3.40         50    6.86997
     14803       2.10        160    11.3702
      1002       4.50        190    80.3685
      6629       3.50        140    10.5227
     13148       4.70        155    76.7507
      3046       4.20         60    32.9353
      3742       2.20        295    8.57564
      1635       3.50        115    7.98151
      1017       4.10         60     34.129
     12378       2.80         55     20.953
     11939       5.30        285    88.3027
      8123       4.80        160    75.1823
      1759       2.50         45    41.0753
      4029       2.30        245    5.98606
      5344       4.70         75    62.1141
      1061       3.20         25    3.96769
      5811       2.20         80    31.1308
      7416       2.40         25    33.2662
      1044       3.80        285    48.0983
     12553       5.80         80    106.783
      4404       2.60        115     16.526
      1056       6.00        105    112.314
      7819       5.10        190    74.4346
      9063       3.50        170     13.718
      5594       2.60        260    4.09998
      1070       3.30         70    9.21285
      6986       2.40        260    3.79583
     14145       2.10        280    6.61385
      1083       4.70        255    80.0408
      6932       5.10        255    74.1388
      1085       5.30        180    87.6137
     12010       5.40        230    88.7197
      5206       2.80        100    12.6551
      1090       3.40         70    6.07491
      1091       4.70        180    85.4909
      1093       3.50        265    24.4019
      1097       2.20        165    13.8642
      1707       5.00        215    83.6402
     11565       5.70        290    89.1122
      1107       4.60        145    79.7648
      5867       3.20         55    11.5752
     14208       4.10         75    40.6234
      1113       5.00        185    86.1652
      2721       3.00         45    4.30936
     13981       4.40         25    32.6547
      1120       3.60        130    88.8691
     12748       2.50         55    16.0058
      1122       3.80        125    28.6973
     14395       4.40        295    74.7549
      3579       5.30        225    85.2924
      7304       3.50        285    24.7335
     14367       3.50        180    13.3982
      1135       5.30        220     87.147
      1138       2.50        265     3.6031
      2144       2.20         25    43.9705
      6155       3.30        295    12.6199
     11248       4.20        235    69.2796
      3986       3.90         90    26.4585
      1152       3.40        275    67.5796
     13677       3.10        205    3.40733
      7273       3.00         40     8.8149
      7485       3.60        220    24.6281
     10455       2.40         55    26.1002
      1160       2.50         75    15.3557
      5929       2.50        140    7.36415
      1164       4.30        110    66.2883
      1169       4.30         40    37.1222
      9490       3.30         80    5.57713
      6785       2.00        170    10.0199
      9572       4.40        255    79.2525
     14970       2.00        130    12.3408
      6745       4.00         70    29.2537
     12884       3.00        270    3.19822
      1754       2.60         60    25.0096
      1187       3.40        150    7.27128
      9293       2.40        165    16.7717
      1541       3.80         75     16.433
      1193       5.50        140    95.2799
      6531       5.20        205    86.0832
     11814       4.00        155    51.5768
     14063       2.80        270    2.16287
      1204       2.50         40    19.5952
      4131       4.00        235     63.125
     10599       2.00         90    26.0806
      9376       3.70        295     40.227
      1217       5.30        105    89.3451
      1218       3.10        170    3.15465
      1222       3.30        250    9.54201
      8668       2.80         50    9.82589
     11227       4.00         45    18.9817
      4742       2.50        115    5.74669
      6989       5.40        275    89.6241
      9195       5.20        225    76.3943
      1234       5.40        100    92.1274
      1237       2.20         95    28.4731
      1240       4.10         30    19.2117
      1561       4.60        110    77.6448
      1244       2.40        210     24.468
      4232       4.00        165     55.285
     10882       5.90        210    109.286
     14445       3.50        300    21.4985
     13816       2.10        120    19.8991
     12415       4.70        135    79.2863
      5420       3.30        245    10.0391
     14560       2.90         80    3.83111
      1276       3.30        115    4.44911
      2271       4.90         80    78.4406
      8784       3.70        155    24.6331
      1286       5.10        230    74.6154
      1289       2.10         55    32.0046
      3336       3.50         80    6.63011
      1298       4.70         35    64.5239
      5602       3.50        175    13.1958
     10481       2.30        160    9.02924
      1612       4.50        100    51.8262
      6104       3.60        200    23.5688
      4445       3.90        240    45.6732
      9118       4.30        295    69.4827
      1311       3.20         30    2.25313
      1914       5.00         55    81.5139
     10887       2.90         85    12.2396
     10152       3.80         65    13.6561
      7226       3.20         70    3.34668
      2452       2.30         55    32.8095
      1335       5.30         90    89.3077
     14978       2.40        250    9.24491
      1341       2.80        180     5.7111
     10217       2.10         45    27.5645
     14591       2.10        150    27.6751
      3162       5.10        100     82.885
      1358       2.90        105    9.93961
     13817       2.20        195    19.2676
      5560       5.10        205    83.5361
      6405       5.10        150    76.0607
      1366       3.60        180    21.8034
      9960       3.90         70    23.9138
     12065       2.90        180    3.39401
      1382       2.40        120    10.3902
      9417       2.80        250    2.57708
      3827       3.10        145    3.18749
      1390       2.40        195    7.53346
      1483       2.20         65    19.3878
      1392       2.80         60     17.366
      9899       2.00        245    17.8261
      1394       3.20         65    39.7779
      8206       4.70         95    75.6755
      1398       3.90         65     20.617
      2245       5.10        280    84.4864
     14315       3.80         40    11.5665
      3018       5.40        250    84.8507
      2918       4.40        245    80.3893
     14150       2.70        105    22.1182
      1422       5.20        300     88.361
     10529       2.70         90    5.74181
      1429       4.70        230    79.8251
      9647       5.50        265    90.9032
      1433       5.10        245     86.948
      1443       4.10        275    62.0872
      8480       3.50        125    8.89627
      9722       4.00         35     16.179
      8417       2.20        245    7.05065
      5112       2.00        280     11.524
      1461       3.10         65    10.3737
      7571       5.30        270    79.8449
      1466       4.70        270    80.1933
      1468       4.20         55     46.304
      9878       4.80        205    74.4656
     14648       3.70        275    35.2843
     10600       3.40         45    10.5374
     10323       4.70        190    82.3674
     13980       2.40        300    6.52768
      3968       4.50        235    79.7422
      9868       2.10        130    27.5797
      1484       3.20         40    1.71596
      1485       5.10        125    82.5762
     12155       4.60        195    72.1745
     12442       3.50         70    6.51931
      2089       2.50         50    15.3918
      5587       4.50        145    77.9279
     11615       4.30        165    66.6614
      4769       2.40         40    23.0101
     14099       2.90        140    2.37946
      1506       2.80        255     59.411
     14993       2.10        195    19.3278
      1516       4.20        145    63.6225
      9285       4.20         45    33.5385
     14346       3.80        185    28.7831
      7436       4.30        240    66.5129
      3768       3.80        180    37.0231
     12055       3.80        225    37.4152
      1525       2.60        230    4.75613
     11865       3.00         80    4.22445
      9276       2.80        285    2.15068
     11922       2.90        150    3.26432
      4950       3.50         50    6.61038
      1540       2.30        135    22.9891
      1542       6.20        270    115.019
      1544       5.30        275    89.0343
     13645       2.40        225    8.69771
      1546       4.80        250    78.2463
     13657       2.90         65    5.56604
     14723       5.10         45    81.3109
      1556       5.50        255    88.9291
     14581       2.30         25    28.1084
     11555       3.70        140    21.4461
      1562       4.40         50    54.6126
      6017       2.80         70    9.44892
     12569       3.40        245    14.6213
      1568       2.00        250      17.04
     10182       4.30        135    68.7982
      9987       3.50        275    20.3035
      1582       3.10        195    3.31993
     11168       2.90        115    3.08698
      1590       5.20        200    86.9825
      1591       3.90         60    17.7847
      3077       2.50        255    3.15375
      1594       2.40         35     45.585
      4541       4.60        155    75.3845
      2371       4.10        130    49.6771
      1598       3.70        135    28.7923
      2714       3.50        230    17.3672
     13978       4.70         60    73.6605
      3523       2.30        195    9.62134
     13193       2.70        100    7.86885
      9173       4.90        275    80.8467
      4277       3.10        135    3.99947
      9670       2.20        200    15.2221
      6770       3.80         50    11.3774
      1624       3.90        235    55.6083
      1627       3.20        275    7.61256
      2889       2.50        170    6.00944
      1632       4.90        290    83.9991
      1633       3.20        175    4.16247
      1636       3.10         75    2.85183
      1637       2.60        245    5.22656
      1639       2.50         90    13.9566
     14936       3.10         25    31.2875
     14958       4.30        150     68.608
     13798       4.10        225    68.3019
      3512       3.10        245    4.19105
     10952       4.10         55    35.9335
      1658       3.10        185    4.59022
      2501       2.20         40    23.5819
      6345       2.10        135    11.7402
     14224       2.20        145    10.7909
      1998       2.10         75    15.0296
      8025       2.10         30    51.2781
     13679       2.60        240    5.60607
     13624       2.20        140    10.8179
      6525       3.90         75     23.351
      1691       5.00        155     74.007
      6006       3.10        295    5.47342
      3083       2.60        205    7.64502
     14375       4.30         70    64.1163
      1700       5.00        245    74.8753
      2941       3.50        200    16.5381
      8738       2.00         65    18.0941
      4902       2.20        250    10.9345
      1721       3.00        240    2.85964
     10338       4.80        165    77.5839
     14845       3.30         45    6.49702
     12534       3.80        155    29.8303
     14711       5.30        255     82.332
      1732       5.30         50    87.0068
      3646       3.60         95    9.52819
      4966       2.70        230    4.43723
     12438       4.90        205    81.8491
      1741       3.60        110    11.9454
      1745       4.70        200    86.7002
      1748       2.10        210     19.291
      4455       2.90         90    3.42808
     14961       5.60        210    90.1976
      1761       5.20        115      86.21
      1763       2.40        180    6.66245
      1765       4.40        125    76.0232
     13194       4.30        130    71.0826
     13603       5.00        195    79.7036
      7741       4.60         85     70.407
     14462       2.10        205    12.1711
      7930       2.30        300    7.50249
     11725       5.10        135    84.8184
     14295       3.10        150    5.12404
      5493       2.10        235    7.66985
     14170       2.70         80    20.1207
      9720       2.90        265    2.34877
      1811       3.20        195    81.7003
     11361       4.00        150    43.1304
      8677       4.60        170    84.2936
      8905       4.30        280    70.8481
      2005       4.10        240    68.4843
      6184       4.90         30    71.4737
      1826       3.40        300     16.731
      4143       3.00        275    8.72311
      7702       3.00        150    3.47509
     12284       2.20        265     6.8808
     13304       2.60        290    2.13735
     10468       4.10        210    65.6481
      1911       2.50        300    2.76995
      1861       2.10        165    16.2963
      1862       3.00        115    5.02055
     11756       2.00         45    23.8555
     13510       3.00         85    6.39504
      7842       2.80        160    6.13399
      8191       5.40        260    89.1669
      6982       3.60        150     17.483
      6885       4.40         80    65.6339
     11974       2.30         45    19.0952
      7163       3.90        165    47.3726
      1895       5.50        270    82.7896
      3728       5.00        115    82.9538
      3944       3.30         65    3.27608
      2390       2.80        165     1.7709
     12031       3.20        220    5.33655
      1905       2.50        105    7.55622
     11175       2.70         70     24.087
     12521       2.60        150    12.3751
      4478       5.10        240    74.4819
     12252       2.20        220    8.52773
     14012       3.50        105    7.43899
      2189       2.00        270     6.2305
      6811       3.00         25     15.868
      6509       5.30        185    88.5701
     13937       3.90        275    52.3716
     14282       2.50        275    3.40739
      5235       4.40        185    65.4006
      1939       3.90         35    12.7208
      1941       5.70        295    96.5156
     13055       3.10         95    2.54204
     12959       5.20         70    91.1336
      2465       3.60         40    9.75981
      6380       3.30        230    8.85657
      1967       4.10        300    69.1337
     11042       5.00        170    82.7693
      2489       2.60         90     15.383
      1981       5.70        235    100.262
      2310       4.40        270    80.7879
      5277       3.20        180    4.24391
      1987       4.30         80    62.5547
     10324       3.50        225    18.9877
      3644       3.30        190    6.52057
      2828       3.40        200    10.3787
      2000       5.20        195    76.9172
      2914       3.70         45    8.75428
      6041       5.00        100     82.965
      2319       3.60        165    18.8695
     13575       3.60        230    24.7223
      8068       2.10        200    11.1673
      9995       2.60         85    22.0868
      6022       2.30        185    20.6567
      2028       5.20        135    87.7183
      8151       2.20        205    8.39155
     14034       3.00        285     3.4507
      8257       3.50        245    21.4003
      5205       3.60        100    10.5575
     12384       3.40        250    13.4992
     10931       3.80        175    33.5927
     13789       2.10        100     26.957
      3450       2.30         80    18.8243
     10560       3.10         40    50.0347
     10475       3.80        130    31.3298
      8617       5.50        250     83.926
      7967       5.10        160    80.0199
      4042       4.80        110    74.4835
      5324       4.20        165    64.8147
      6314       3.30         85    5.29679
     11972       4.70        215    78.6548
      2085       4.60        120     79.332
      2086       2.10        170     10.714
     12068       3.90         30    12.4395
      2303       3.50        145    10.6649
      2090       2.40        220    11.5276
      4700       3.80        205    42.3347
      7387       3.10         80    7.70954
      8223       4.80        175    72.4434
      2106       4.60        255    76.2406
     14824       3.50         85    6.42227
     11051       5.10        220    82.2501
      6803       3.10        210    3.48767
      2110       4.70        220    73.5549
      4405       2.50        190     9.3377
      7931       4.70         65    75.0648
      5295       4.60        250    60.1884
      2125       5.30         55    92.3683
      3469       2.40        205    11.4358
      7823       2.30        110    11.8181
      2132       2.90         60    7.03549
     14180       2.20        185    16.1654
      2136       2.00        205    21.2811
     10661       3.30        265    10.6505
     11568       3.30         75     5.8882
      3998       2.50        200    6.12053
      8749       2.20        280    5.04043
      5025       4.70         80    66.4512
      8250       5.50        290    91.2603
      2150       5.50        200    92.9183
      7783       4.50        135      81.28
      2160       4.40        220    73.7514
     14429       3.70        240    30.8086
      8532       3.70        105    17.3349
      4206       4.30         30    28.7638
      5377       2.50         85    22.9569
     14387       3.10         55    2.72485
      2169       4.80         80    80.4996
      5162       4.50        105     57.675
      2174       5.80        265    92.4569
      9144       3.50        255    22.1744
     14869       2.50        185    6.33064
      6161       2.80        140     3.5253
      2188       2.60        270    2.29247
      2679       5.00        175    72.1956
      2965       3.60        140    15.6757
      2200       2.10        290    13.6809
      5203       3.00        300    3.72839
     10164       3.70        270    43.1816
      4084       3.20         95    5.03041
      7639       4.30         95    33.9943
      2229       3.90        270    57.5915
      7054       2.20         50    22.7389
      9477       4.70        260     80.112
      6386       4.30        140    61.2023
     13680       2.70        245    3.68307
     13175       2.90        155    4.64583
     13211       4.80        140    77.7349
     11573       2.30         60    15.6088
     13235       2.80        245     2.2579
      2253       5.90        260    106.775
      9748       3.20        170    4.04797
     10379       3.60         30    15.9888
      4028       2.10         65    17.5734
      3962       2.70        110    7.27951
      2270       3.90        175    47.1453
      2274       5.80        290    95.3371
      2278       3.10        220    3.70957
     11806       4.40        140    76.3006
     11607       5.40        195    86.0888
      2287       2.50         80    26.6788
     10034       4.00        140    49.1199
      7277       2.70         40    15.8717
      6279       3.70         25    11.0674
      2298       4.80        155    81.2928
      2583       2.00        240    9.61593
      2304       5.10        265    86.9666
      9558       3.40        110    5.51784
     10336       2.80         35    19.8158
      5355       2.40         80    11.2349
      6303       4.10        160    52.7142
      2312       4.20        270    79.2069
      5444       4.00        205    49.6172
      2769       2.80        115     29.091
      6230       2.40        280    4.58279
      5915       3.50        110    7.71602
      2329       5.00        225    85.6092
     12188       3.90         45    14.0886
      3387       3.50        130    9.37965
      5627       2.10        140    27.4335
     14705       5.20         25    75.9593
     14765       4.70        265    70.7233
      7917       4.10        215    64.6294
      2367       4.80        145    86.8978
      2370       4.00         55    23.8117
      2373       3.40        175    8.40829
     12646       4.80        170    78.2245
      6280       4.00        285    76.4921
      9341       2.00        210    22.2589
     10550       4.00         95    39.9881
      6893       4.10         50    28.9322
     11037       2.10         95    14.8673
     10776       4.90         45    77.6192
     12929       3.30        255     9.6067
