#        i0           chi2        i1             a1        i2             a2        T_{kin}        n_{H_2}        M_{H_2}        T_{kin}        n_{H_2}        M_{H_2}
#
    5563147        115.601     41021              0     29697        3.48654            255    1.99526e+06    4.72302e+10            190    3.16228e+06    7.48549e+10
    3102157         180.31     22876        472.264     12407              0            155        630.957    1.49355e+07             95        794.328    1.88027e+07
    1330227        10.1509      9804        199.036     19209        3.82645             80           1000    2.36712e+07            130    3.16228e+06    7.48549e+10
    3571388        9.65057     26334        527.989     19988         3.6103            175        398.107    9.42367e+06            135          1e+06    2.36712e+10
    1713262        50.2903     12635        9.26785      4218        11.4997             95        12589.2    2.98003e+08             45         630957    1.49355e+10
    1792739        39.1282     13205        1150.04     45961        2.31649            100        316.228    7.48549e+06            285        50118.7    1.18637e+09
    1744677        94.3201     12863         8.6078     13775              0             95         199526    4.72302e+09            100         316228    7.48549e+09
    1782488        12.5796     13129        5352.91     46968        2.09407            100        125.892    2.98003e+06            290         251189    5.94594e+09
    1322398        16.3311      9747        559.797     17290        4.59848             80        501.187    1.18637e+07            120         398107    9.42367e+09
    4310291         32.597     31787        11.8745     12217        4.50405            205        5011.87    1.18637e+08             90    3.16228e+06    7.48549e+10
    6288613        9.56713     46379        1285.01     11343        6.19813            290        199.526    4.72302e+06             85    3.16228e+06    7.48549e+10
    3246214        35.2701     23940          11.03      8626        6.16911            160        6309.57    1.49355e+08             70          1e+06    2.36712e+10
     134334        156.116       988              0      7258        114.659             30        398.107    9.42367e+06             65        2511.89    5.94594e+07
     535879        41.9851      3952        7.83957      1349        49.5854             45        25118.9    5.94594e+08             30        31622.8    7.48549e+08
    1409117         92.622     10393              0       855        70.6202             80    1.25892e+06    2.98003e+10             25    3.16228e+06    7.48549e+10
     484993        106.529      3572        556.802     13395        57.0927             45        251.189    5.94594e+06            100        3162.28    7.48549e+07
    6075817        8.17489     44802        45.2004     30571         1.9625            280        1584.89    3.75163e+07            195    3.16228e+06    7.48549e+10
    5531210         85.175     40793        1.08212     10222        7.36733            255         125892    2.98003e+09             80         158489    3.75163e+09
    6327695        104.472     46664        5.46305     19741        3.80542            290        6309.57    1.49355e+08            135        50118.7    1.18637e+09
    5716235        4.81708     42161        62.2927      1729        28.4861            265        1258.92    2.98003e+07             30    3.16228e+06    7.48549e+10
    2308643        64.9369     17024        5.84689     10393        5.41516            120        15848.9    3.75163e+08             80    1.25892e+06    2.98003e+10
    5153127        128.548     38000              0     21413        8.17429            240        15848.9    3.75163e+08            145        19952.6    4.72302e+08
    6213403        55.9184     45828        3.51158      1729        29.4499            285          10000    2.36712e+08             30    3.16228e+06    7.48549e+10
     566480        92.3292      4161        6.65133     44384        1.89452             45         316228    7.48549e+09            275         398107    9.42367e+09
    3042150        95.2369     22420        5.77333     46930              0            150         100000    2.36712e+09            290         158489    3.75163e+09
    3192812        114.517     23541              0     21812        4.74003            155    1.99526e+06    4.72302e+10            145    2.51189e+06    5.94594e+10
    5921947        116.475     43662        2.37411     43681              0            270    2.51189e+06    5.94594e+10            270    3.16228e+06    7.48549e+10
    4386143        22.4217     32338        5551.94     34029        2.18787            210            100    2.36712e+06            215    1.99526e+06    4.72302e+10
    1994329        110.019     14706              0      9595        10.6581            105         630957    1.49355e+10             75    3.16228e+06    7.48549e+10
    3149555        127.099     23218        6.12817     31977              0            155        39810.7    9.42367e+08            205        50118.7    1.18637e+09
    1336115         6.2506      9842        103.119     33193        2.12286             80        1584.89    3.75163e+07            210    3.16228e+06    7.48549e+10
    2320681        113.595     17100        8.07091     43339              0            120        39810.7    9.42367e+08            270        50118.7    1.18637e+09
    2805447        82.5684     20691        3.90474      3477         10.065            140         125892    2.98003e+09             40    3.16228e+06    7.48549e+10
    2911799        82.1246     21470        3.26518     17461        3.35774            145        39810.7    9.42367e+08            120    3.16228e+06    7.48549e+10
     479657        119.457      3534        1023.98      9899        69.1502             45        158.489    3.75163e+06             80        3162.28    7.48549e+07
     276306        4.02996      2033        90.5629     12806        6.74807             35        3162.28    7.48549e+07             95         100000    2.36712e+09
    6588884        136.425     48583              0     38988        3.59767            300        50118.7    1.18637e+09            245        63095.7    1.49355e+09
    1715293        54.9489     12635        9.79392     42807        1.17549             95        12589.2    2.98003e+08            265    3.16228e+06    7.48549e+10
    5852979        50.2096     43168        6.06778      5833        10.6136            270        6309.57    1.49355e+08             55         125892    2.98003e+09
    3428655        114.942     25270        4.09629     48925              0            165    1.58489e+06    3.75163e+10            300    3.16228e+06    7.48549e+10
    1871277        107.725     13794        7.56665     20919              0            100         398107    9.42367e+09            140    1.99526e+06    4.72302e+10
     162858        71.7263      1197        27.6571     10830        28.3769             30        5011.87    1.18637e+08             85        6309.57    1.49355e+08
    3340504        28.3332     24624        245.825     38152          2.337            165        630.957    1.49355e+07            240         100000    2.36712e+09
     431019        80.4842      3173         30.066     15713              0             40        79432.8    1.88027e+09            110    3.16228e+06    7.48549e+10
    6005010        83.4333     44289        1.18846      6726        9.70468            275         125892    2.98003e+09             60         158489    3.75163e+09
    2105097        102.715     15523        6.88743      9595              0            110         316228    7.48549e+09             75    3.16228e+06    7.48549e+10
    2214714        85.7659     16321        7.43524     36670              0            115         125892    2.98003e+09            230    2.51189e+06    5.94594e+10
     647669        34.4937      4769        27.4177     20767        1.80445             50        12589.2    2.98003e+08            140         316228    7.48549e+09
    1061541        103.913      7828              0      4351        22.3779             65    2.51189e+06    5.94594e+10             45    3.16228e+06    7.48549e+10
    5441431        113.522     40128              0     17461        5.92205            250    1.58489e+06    3.75163e+10            120    3.16228e+06    7.48549e+10
    5430667        103.902     40052         2.7449      8721      0.0213338            250         630957    1.49355e+10             70    3.16228e+06    7.48549e+10
    1860416        88.4768     13718        8.43596     10336              0            100         158489    3.75163e+09             80         630957    1.49355e+10
    1088485        5.24403      8018        413.499     26847        3.43789             70        630.957    1.49355e+07            175         199526    4.72302e+09
    5336488        30.1357     39349        3266.93     30248        3.11919            250        125.892    2.98003e+06            195        63095.7    1.49355e+09
    2172136        99.1898     16017              0     10792        53.5828            115        3162.28    7.48549e+07             85        3981.07    9.42367e+07
    5891311        90.1696     43434        1.76513     48925       0.945004            270         158489    3.75163e+09            300    3.16228e+06    7.48549e+10
    5583597        47.9093     41173        603.488     26695        3.64425            260        316.228    7.48549e+06            175        31622.8    7.48549e+08
    1525724        111.072     11248         9.0566     13908              0             85          1e+06    2.36712e+10            100    1.58489e+06    3.75163e+10
    3317890        235.824     24472          12051        38              0            165            100    2.36712e+06             25        158.489    3.75163e+06
    1737129        83.3206     12806        9.46136     17195              0             95         100000    2.36712e+09            120         125892    2.98003e+09
    6144398        106.526     45315         2.4052     12122              0            280         794328    1.88027e+10             90          1e+06    2.36712e+10
    1901091        263.773     14022        6459.47        57              0            105        158.489    3.75163e+06             25        199.526    4.72302e+06
    4138065        113.864     30514              0     19171        5.38642            195    1.58489e+06    3.75163e+10            130    1.99526e+06    4.72302e+10
    4705695        93.6925     34694              0     36461        3.45031            220         158489    3.75163e+09            230         199526    4.72302e+09
    1606457         78.029     11837        6.81927     30571         1.6022             90        31622.8    7.48549e+08            195    3.16228e+06    7.48549e+10
    3025353         128.43     22306              0     21451         6.8761            150        25118.9    5.94594e+08            145        31622.8    7.48549e+08
    6154660        111.124     45391              0     11324         9.0826            280    1.99526e+06    4.72302e+10             85    2.51189e+06    5.94594e+10
    1662511        31.7507     12255        5775.83     18829        5.95169             95        125.892    2.98003e+06            130        31622.8    7.48549e+08
    3481348        89.8841     25669        20.9446     22268       0.947916            170        5011.87    1.18637e+08            150        15848.9    3.75163e+08
    2909867        81.5546     21451        3.41247     29697         2.0103            145        31622.8    7.48549e+08            190    3.16228e+06    7.48549e+10
    1832159        94.9754     13509         10.543     11837        3.76486            100        12589.2    2.98003e+08             90        31622.8    7.48549e+08
    2137858        141.896     15751              0     44726        320.808            115        125.892    2.98003e+06            280        630.957    1.49355e+07
     549607        79.6633      4047        25.6205     17461              0             45        79432.8    1.88027e+09            120    3.16228e+06    7.48549e+10
    3832305        15.1542     28253         23.607     34067        1.66838            185        3162.28    7.48549e+07            215    3.16228e+06    7.48549e+10
    2027801        5.90374     14953        915.729      9291        9.75893            110        316.228    7.48549e+06             75        79432.8    1.88027e+09
    5605230         17.058     41325        32.6069     46170        1.38687            260        1995.26    4.72302e+07            285         630957    1.49355e+10
    1628804        100.657     12008        8.89134     14668              0             90         251189    5.94594e+09            105         398107    9.42367e+09
     309763        74.0835      2280        39.9854     12217              0             35        63095.7    1.49355e+09             90    3.16228e+06    7.48549e+10
    1685175        190.195     12426        309.138      8949              0             95           1000    2.36712e+07             75        1258.92    2.98003e+07
    4290338        149.798     31635         268.19     24662              0            205        794.328    1.88027e+07            165           1000    2.36712e+07
    2140872        24.2623     15789        2028.38      4104        17.3841            115        199.526    4.72302e+06             45         158489    3.75163e+09
     736240        128.029      5415              0     39520        167.448             55        794.328    1.88027e+07            250           1000    2.36712e+07
    5391830        72.4582     39767        2.00166      4978        13.2724            250        19952.6    4.72302e+08             50         158489    3.75163e+09
    2970656        35.0913     21907        1570.79     10032        12.9157            150        199.526    4.72302e+06             80        15848.9    3.75163e+08
    1535755        109.389     11324              0      8721        11.6759             85    2.51189e+06    5.94594e+10             70    3.16228e+06    7.48549e+10
    1650156        111.573     12160        8.43931     28804              0             90    1.58489e+06    3.75163e+10            185    2.51189e+06    5.94594e+10
    1384496         85.739     10203        11.1756     22496              0             80         125892    2.98003e+09            150         251189    5.94594e+09
    3772039        108.719     27816        3.82673     14725              0            180         630957    1.49355e+10            105         794328    1.88027e+10
    3871083        87.7922     28538        2.69622     36689        1.27333            185         100000    2.36712e+09            230    3.16228e+06    7.48549e+10
    2583175        105.018     19038        5.66643     38437              0            130         398107    9.42367e+09            240    3.16228e+06    7.48549e+10
     685075        104.797      5035        19.1342     46265              0             50         316228    7.48549e+09            285    1.99526e+06    4.72302e+10
    2477789        113.629     18259        5.64431     42807              0            125    1.25892e+06    2.98003e+10            265    3.16228e+06    7.48549e+10
    6569479        66.2114     48450        3.39661     12901        5.06286            300          10000    2.36712e+08             95         316228    7.48549e+09
    5620095        57.5752     41439        5.43531     34941        1.68564            260        7943.28    1.88027e+08            220    3.16228e+06    7.48549e+10
    4605744        110.097     33953        3.12903     46208              0            215         794328    1.88027e+10            285          1e+06    2.36712e+10
     758953        12.1184      5586        34.2964     30571        1.75254             55        6309.57    1.49355e+08            195    3.16228e+06    7.48549e+10
    1976652        85.0974     14573        8.21418     16340              0            105         125892    2.98003e+09            115         158489    3.75163e+09
    5484327        33.7204     40451        19.4584       437        86.3493            255        1995.26    4.72302e+07             25        19952.6    4.72302e+08
    3223633        4.46912     23769        183.063     20083        3.46273            160        794.328    1.88027e+07            135    3.16228e+06    7.48549e+10
    2362650        109.389     17423              0      8702        11.6724            120    1.99526e+06    4.72302e+10             70    2.51189e+06    5.94594e+10
      78107        86.3395       570        73.8509     15713              0             25         100000    2.36712e+09            110    3.16228e+06    7.48549e+10
    2398850        4.28494     17689        104.968     11286        5.99573            125        1258.92    2.98003e+07             85    1.58489e+06    3.75163e+10
    1222352        5.66714      9006        59.0775     25232        2.65142             75        2511.89    5.94594e+07            165          1e+06    2.36712e+10
    2483861        111.114     18316              0     11343        9.04697            125    2.51189e+06    5.94594e+10             85    3.16228e+06    7.48549e+10
    4219563        70.0449     31122        1.50004      1425        35.1933            200        63095.7    1.49355e+09             30        79432.8    1.88027e+09
    1661761        223.993     12255              0      4579        368.106             95        125.892    2.98003e+06             50        1258.92    2.98003e+07
     907300        82.9949      6688        16.3526     10412              0             60         100000    2.36712e+09             80    1.58489e+06    3.75163e+10
     283010        68.6739      2071        58.5654     42294        7.73089             35        5011.87    1.18637e+08            265        6309.57    1.49355e+08
    6523725        181.006     48108        3375.86     24567              0            300        158.489    3.75163e+06            165        316.228    7.48549e+06
    3077721        114.697     22686        4.55641     37563              0            150    2.51189e+06    5.94594e+10            235    3.16228e+06    7.48549e+10
    3067183        113.787     22610        4.57511     33117              0            150          1e+06    2.36712e+10            210    1.25892e+06    2.98003e+10
    5215254        203.996     38456        9127.24     27170              0            245            100    2.36712e+06            180        251.189    5.94594e+06
    1600006        65.6862     11799         7.2069      5890        8.80761             90        19952.6    4.72302e+08             55         251189    5.94594e+09
    3318052        8.27241     24472        5081.71      3116        26.8134            165            100    2.36712e+06             40        39810.7    9.42367e+08
    2248341        113.249     16568        6.24087     39311              0            115    2.51189e+06    5.94594e+10            245    3.16228e+06    7.48549e+10
    5924910        110.233     43700        261.833      2090        100.309            275            100    2.36712e+06             35        6309.57    1.49355e+08
     342055        99.8068      2508        34.7844     38437              0             35          1e+06    2.36712e+10            240    3.16228e+06    7.48549e+10
    5561077        115.249     41002        2.53965     39311              0            255    1.58489e+06    3.75163e+10            245    3.16228e+06    7.48549e+10
    3320738        25.5402     24491        3939.75      5206        13.9454            165        125.892    2.98003e+06             50    2.51189e+06    5.94594e+10
     982114        128.737      7239              0     12502        85.8524             65        1995.26    4.72302e+07             95        2511.89    5.94594e+07
    2437769        81.3187     17974        4.01011     16587        3.36021            125        39810.7    9.42367e+08            115    3.16228e+06    7.48549e+10
      89045         88.729       646        40.5465     27759        1.80148             25         251189    5.94594e+09            180         316228    7.48549e+09
    4106408        81.9292     30286        2.18399      5016        10.2434            195         100000    2.36712e+09             50         251189    5.94594e+09
    6123322        80.0629     45163        1.27149      3230        16.8516            280         125892    2.98003e+09             40         158489    3.75163e+09
    4914409        69.3869     36233        3.68543     37563        1.63658            230        12589.2    2.98003e+08            235    3.16228e+06    7.48549e+10
    6025815        106.783     44441         2.4456     10469              0            275         794328    1.88027e+10             80    3.16228e+06    7.48549e+10
    3904985        115.429     28785        3.59763     44555              0            185    1.99526e+06    4.72302e+10            275    3.16228e+06    7.48549e+10
    5927733        14.4066     43719        3010.31      6783        10.1965            275        125.892    2.98003e+06             60         316228    7.48549e+09
    2869721          160.4     21166        234.581      1083              0            145           1000    2.36712e+07             30        1258.92    2.98003e+07
     350013         99.808      2565        34.7871     42807              0             35    1.99526e+06    4.72302e+10            265    3.16228e+06    7.48549e+10
    4935324         123.48     36385              0     43396        3.08409            230        79432.8    1.88027e+09            270         100000    2.36712e+09
     796156        100.977      5871        14.5133      3268         3.6889             55         199526    4.72302e+09             40         251189    5.94594e+09
    3475454        94.0407     25631        38.6914      8170        3.86805            170        3162.28    7.48549e+07             70        3981.07    9.42367e+07
     726409         50.147      5339        1710.58     48507        3.35063             55        316.228    7.48549e+06            300        19952.6    4.72302e+08
       5172        98.9717        38        682.446       380        157.058             25        158.489    3.75163e+06             25          10000    2.36712e+08
    3073856        111.986     22667              0     13072        7.87929            150    1.99526e+06    4.72302e+10             95    2.51189e+06    5.94594e+10
    6210352        107.098     45790        6.78278     41648         1.4506            285        6309.57    1.49355e+08            260         100000    2.36712e+09
    1269866          91.11      9348        7.32514     47006       0.939164             75         158489    3.75163e+09            290         398107    9.42367e+09
    4649064        51.6433     34276        102.686     37240         2.1424            220           1000    2.36712e+07            235        63095.7    1.49355e+09
     858819        11.5739      6327        176.733     19209         3.8633             60        1258.92    2.98003e+07            130    3.16228e+06    7.48549e+10
    2853043        11.1802     21033        1843.93     26809        3.55606            145        199.526    4.72302e+06            175         125892    2.98003e+09
    6045297         51.438     44574         4801.2     38019        3.41827            280            100    2.36712e+06            240        19952.6    4.72302e+08
    4977488        161.617     36708        398.096     12464        150.152            235            100    2.36712e+06             95        1584.89    3.75163e+07
    3395343        80.2378     25042        2.77215      3325        13.5625            165         100000    2.36712e+09             40         501187    1.18637e+10
     428519        72.0422      3154        25.5712     17157        1.41154             40        63095.7    1.49355e+09            120        79432.8    1.88027e+09
    3152362        120.405     23237        5.89974     36366              0            155        50118.7    1.18637e+09            230        63095.7    1.49355e+09
    4349207        88.1498     32072        2.66437     17461        2.07772            205         158489    3.75163e+09            120    3.16228e+06    7.48549e+10
    6050814        61.3293     44612        1878.43     44954         4.9791            280        158.489    3.75163e+06            280          10000    2.36712e+08
    5536410        88.0866     40831        1.76717     11134        4.26083            255         199526    4.72302e+09             85         251189    5.94594e+09
    1837607        70.0792     13547        6.53708     17461        3.10829            100        19952.6    4.72302e+08            120    3.16228e+06    7.48549e+10
    3076065        106.702     22686              0      6099        16.4366            150    2.51189e+06    5.94594e+10             55    3.16228e+06    7.48549e+10
    3720111        37.7153     27436        9.82239      6973        7.78904            180        6309.57    1.49355e+08             60    3.16228e+06    7.48549e+10
    2194797        63.7281     16188        4.27824       855        43.3747            115        25118.9    5.94594e+08             25    3.16228e+06    7.48549e+10
    6262623        105.669     46189        1.54615      6973        5.01552            285         794328    1.88027e+10             60    3.16228e+06    7.48549e+10
    1879922        111.758     13851        3.32346     38342         1.5155            100         794328    1.88027e+10            240          1e+06    2.36712e+10
    1471490        28.7824     10849        16.8524     11286        4.32232             85        7943.28    1.88027e+08             85    1.58489e+06    3.75163e+10
    3998313        90.5981     29488        3.42326      6859        2.32536            190         251189    5.94594e+09             60         794328    1.88027e+10
    1223737        6.99013      9025        43.5376      2603         21.427             75        3162.28    7.48549e+07             35    3.16228e+06    7.48549e+10
    6038649        110.018     44536              0      9595        10.6432            275    2.51189e+06    5.94594e+10             75    3.16228e+06    7.48549e+10
    1132737         86.215      8341        11.8991     35587        0.93244             70        31622.8    7.48549e+08            225         199526    4.72302e+09
     561659        96.7033      4142              0      1729        46.7671             45         251189    5.94594e+09             30    3.16228e+06    7.48549e+10
    1255558        80.5799      9253        9.54742     19874        1.78119             75        50118.7    1.18637e+09            135         251189    5.94594e+09
     172713        21.9609      1273        63.3305      2299         15.676             30        12589.2    2.98003e+08             35        79432.8    1.88027e+09
      90840         92.521       665        71.1381     12920              0             25         316228    7.48549e+09             95         398107    9.42367e+09
    6409587        7.23394     47272        841.371      9481        7.22474            295        251.189    5.94594e+06             75         794328    1.88027e+10
    3703090        3.18564     27303        84.6812     26182        2.49277            180        1258.92    2.98003e+07            170    2.51189e+06    5.94594e+10
    3480838        77.1716     25669              0     12578        29.8942            170        5011.87    1.18637e+08             95        6309.57    1.49355e+08
    2855503        186.696     21052              0     24605         664.44            145        251.189    5.94594e+06            165        501.187    1.18637e+07
    4909708        70.2133     36195        4.89422     46132        1.58296            230        7943.28    1.88027e+08            285         398107    9.42367e+09
    6229271        82.3139     45942        1.42226      9557        7.00934            285        39810.7    9.42367e+08             75    1.99526e+06    4.72302e+10
    2919328        84.0705     21527              0     13680         8.9684            145        79432.8    1.88027e+09            100         100000    2.36712e+09
    1938806        11.3006     14288        27.4722     31426        1.81924            105        3981.07    9.42367e+07            200    2.51189e+06    5.94594e+10
    1436318        96.7088     10583        308.183     28234        47.1973             85        316.228    7.48549e+06            185        2511.89    5.94594e+07
    3135618        85.1375     23123        1.72139     11894        8.95528            155        12589.2    2.98003e+08             90        63095.7    1.49355e+09
      22999        50.6824       152        1137.97     45429        1.90514             25        630.957    1.49355e+07            280    3.16228e+06    7.48549e+10
    3551935        115.199     26182        3.95595     41933              0            170    2.51189e+06    5.94594e+10            260    3.16228e+06    7.48549e+10
    4308520        90.8809     31768        22.6921     27512        1.23798            205        3981.07    9.42367e+07            180        15848.9    3.75163e+08
    1047602         108.51      7714        12.9917     33174              0             65         630957    1.49355e+10            210    2.51189e+06    5.94594e+10
    1019162        77.5505      7505        16.5672     31198              0             65        50118.7    1.18637e+09            200         158489    3.75163e+09
    2622684        14.5018     19342        594.349      6004        11.8158            135        398.107    9.42367e+06             55          1e+06    2.36712e+10
    1632079        105.175     12027        8.72865     27949              0             90         316228    7.48549e+09            180    3.16228e+06    7.48549e+10
    3193273        114.813     23541        4.39217     30571              0            155    1.99526e+06    4.72302e+10            195    3.16228e+06    7.48549e+10
    2214575        85.7659     16321        7.43421     34029              0            115         125892    2.98003e+09            215    1.99526e+06    4.72302e+10
    2967407        19.5965     21869        4280.77     46189        1.76197            150        125.892    2.98003e+06            285         794328    1.88027e+10
    3379830        56.0237     24928       0.328237      2242         41.798            165        25118.9    5.94594e+08             35        39810.7    9.42367e+08
    6473149        131.938     47728              0     42503        3.23631            295        63095.7    1.49355e+09            265        79432.8    1.88027e+09
    1252285        74.6945      9234              0      6631        18.2112             75        39810.7    9.42367e+08             60        50118.7    1.18637e+09
     219281        96.7325      1615        46.9341      6099              0             30         794328    1.88027e+10             55    3.16228e+06    7.48549e+10
    2390936        9.62004     17632        297.903      7752        9.11668            125        630.957    1.49355e+07             65          1e+06    2.36712e+10
    1257501        78.4195      9272        10.7278      7847        2.63361             75        63095.7    1.49355e+09             65    3.16228e+06    7.48549e+10
     820408        106.698      6042        16.4108     23560              0             55    1.58489e+06    3.75163e+10            155    2.51189e+06    5.94594e+10
    4157328         15.388     30647        1556.92     42560        2.18171            200        199.526    4.72302e+06            265         158489    3.75163e+09
     452034        102.024      3325        27.1675     23446              0             40         501187    1.18637e+10            155         630957    1.49355e+10
    6300401        117.502     46455              0     39539        115.447            290        501.187    1.18637e+07            250        1258.92    2.98003e+07
    4051002         119.31     29868              0     29070        99.4471            195        630.957    1.49355e+07            190        1584.89    3.75163e+07
    1241334        77.9738      9139        21.7573     43282              0             75        12589.2    2.98003e+08            270        25118.9    5.94594e+08
    4631369          13.79     34143        1542.01     43643        1.67284            220        199.526    4.72302e+06            270    1.99526e+06    4.72302e+10
     901091        74.6144      6631        17.4727     39273       0.115578             60        50118.7    1.18637e+09            245    1.99526e+06    4.72302e+10
     205711        95.8737      1501        46.7441     41933              0             30         199526    4.72302e+09            260    3.16228e+06    7.48549e+10
     594716        39.5331      4370        14621.2     42484        2.70297             50            100    2.36712e+06            265        63095.7    1.49355e+09
     669161        78.5291      4921        21.5827     37563              0             50        79432.8    1.88027e+09            235    3.16228e+06    7.48549e+10
     892813        66.7747      6574         14.767     28823        1.21341             60        25118.9    5.94594e+08            185    3.16228e+06    7.48549e+10
    3385398        82.4306     24966              0     10146        12.4733            165        39810.7    9.42367e+08             80        63095.7    1.49355e+09
    3925834        186.136     28956        897.107       190              0            190        398.107    9.42367e+06             25           1000    2.36712e+07
    6495981        96.8697     47899        2.43319     35815              0            295         501187    1.18637e+10            225    3.16228e+06    7.48549e+10
    2814913        92.6301     20748        1.45216     36499        2.40257            140         251189    5.94594e+09            230         316228    7.48549e+09
      92682        91.6286       665        54.4646     47918       0.549993             25         316228    7.48549e+09            295         630957    1.49355e+10
    3410938        101.253     25156        4.22793      5966       0.568449            165         398107    9.42367e+09             55         630957    1.49355e+10
     749966        7.75574      5529        51.1343      6650        11.8895             55        3162.28    7.48549e+07             60        63095.7    1.49355e+09
    5113937        32.2788     37715          260.1     10963        8.36606            240        501.187    1.18637e+07             85        31622.8    7.48549e+08
     757040        75.2905      5567        38.4044     43168          5.882             55        5011.87    1.18637e+08            270        6309.57    1.49355e+08
    1419145        110.597     10450        9.78252     44555              0             80    2.51189e+06    5.94594e+10            275    3.16228e+06    7.48549e+10
    1744963        94.3979     12863         8.6703     19209              0             95         199526    4.72302e+09            130    3.16228e+06    7.48549e+10
    6106571        138.622     45030              0     27569        5.58798            280        25118.9    5.94594e+08            180        31622.8    7.48549e+08
     184628        43.2639      1349        64.2445     32908      0.0266243             30        31622.8    7.48549e+08            210         100000    2.36712e+09
    1146778        87.1078      8455        13.0143      8702              0             70         125892    2.98003e+09             70    2.51189e+06    5.94594e+10
    6372097        92.5298     46987        2.19097     31331       0.566146            290         316228    7.48549e+09            200         794328    1.88027e+10
     333814        99.7063      2451        34.4723     28690              0             35         501187    1.18637e+10            185         630957    1.49355e+10
    5082861        108.609     37487              0      7847        12.9674            235    1.25892e+06    2.98003e+10             65    3.16228e+06    7.48549e+10
     191911        74.6912      1406        53.6591     24453              0             30        63095.7    1.49355e+09            160    3.16228e+06    7.48549e+10
    4621346        213.294     34086        10234.1        38              0            220            100    2.36712e+06             25        158.489    3.75163e+06
    3370078        98.0278     24852        3.44552     12730        7.51487            165          10000    2.36712e+08             95        39810.7    9.42367e+08
     875149        9.45511      6441          36.62     35815        1.61845             60        5011.87    1.18637e+08            225    3.16228e+06    7.48549e+10
    3975227        79.0142     29317        2.36857      8721        7.32414            190        31622.8    7.48549e+08             70    3.16228e+06    7.48549e+10
    1604646        105.055     11818        12.7466     45106              0             90        25118.9    5.94594e+08            280        63095.7    1.49355e+09
    2929555        89.6239     21603        5.48827     12217              0            145         199526    4.72302e+09             90    3.16228e+06    7.48549e+10
     444773         101.42      3268         27.492     32319              0             40         251189    5.94594e+09            205    3.16228e+06    7.48549e+10
    4112077        87.8263     30324        2.86927     14839        2.31591            195         158489    3.75163e+09            105    3.16228e+06    7.48549e+10
     206355        96.3672      1520          46.98      5225              0             30         251189    5.94594e+09             50    3.16228e+06    7.48549e+10
    3678331        11.8836     27113        3839.72     45201        2.08918            180        125.892    2.98003e+06            280         199526    4.72302e+09
    2802825        79.2989     20672        3.49856      2603        15.8926            140         100000    2.36712e+09             35    3.16228e+06    7.48549e+10
    2216417        87.5617     16340        7.24715     20083              0            115         158489    3.75163e+09            135    3.16228e+06    7.48549e+10
     494650        248.149      3648              0      1102        513.356             45        630.957    1.49355e+07             30        1584.89    3.75163e+07
    3451960        4.96299     25460        462.246      2280        28.2979            170        398.107    9.42367e+06             35        63095.7    1.49355e+09
    4466413        88.9317     32927        2.39174     41895        1.05863            210         125892    2.98003e+09            260    1.99526e+06    4.72302e+10
    3425159          114.6     25251        4.09995     31445              0            165    1.25892e+06    2.98003e+10            200    3.16228e+06    7.48549e+10
    1067764        125.629      7866        1445.94     24700        102.247             70            100    2.36712e+06            165        1584.89    3.75163e+07
    5021957        37.1052     37031        10.6624     25327        2.19465            235        5011.87    1.18637e+08            165    3.16228e+06    7.48549e+10
    3171285        97.0282     23389        4.11033      4351        3.25523            155         316228    7.48549e+09             45    3.16228e+06    7.48549e+10
    5176885        88.8855     38171        1.93273     32319        1.53172            240         125892    2.98003e+09            205    3.16228e+06    7.48549e+10
     833171        49.1145      6137        6110.99     21337        13.0727             60        125.892    2.98003e+06            145        7943.28    1.88027e+08
    5892082        88.8486     43453        1.50103     14630         3.7638            270         199526    4.72302e+09            105         251189    5.94594e+09
     777071        69.2441      5719        17.9551     32205       0.715475             55        31622.8    7.48549e+08            205         794328    1.88027e+10
    6217520          136.9     45847              0     31008         6.9048            285        12589.2    2.98003e+08            200        15848.9    3.75163e+08
     989799        83.8441      7296              0     11685        40.1458             65        3981.07    9.42367e+07             90        5011.87    1.18637e+08
     837598        20.7571      6175        2879.95      7562        12.0011             60        199.526    4.72302e+06             65         100000    2.36712e+09
     997392         63.558      7353        30.0632      9120        4.72088             65        7943.28    1.88027e+08             75          10000    2.36712e+08
    4281165        4.60414     31559        681.761     46151        1.76348            205        316.228    7.48549e+06            285         501187    1.18637e+10
    4392140        200.239     32395        2253.78      1140        57.7009            210        199.526    4.72302e+06             30        2511.89    5.94594e+07
    4363743        102.583     32167         3.4592     48925              0            205         501187    1.18637e+10            300    3.16228e+06    7.48549e+10
    1759176        111.271     12958        7.92423     44536              0             95         630957    1.49355e+10            275    2.51189e+06    5.94594e+10
    1409301        103.922     10393              0      4351        22.4129             80    1.25892e+06    2.98003e+10             45    3.16228e+06    7.48549e+10
     517978        87.4949      3819              0      3838        71.1366             45        5011.87    1.18637e+08             45        6309.57    1.49355e+08
    1717537        75.3225     12654        6.60749     36499        1.85624             95        15848.9    3.75163e+08            230         316228    7.48549e+09
     559716         98.874      4123        5.16867     13756        6.06152             45         199526    4.72302e+09            100         251189    5.94594e+09
     330225        99.6823      2432        34.6662      9443              0             35         398107    9.42367e+09             75         501187    1.18637e+10
    2470792         108.59     18221              0      7752         12.964            125         794328    1.88027e+10             65          1e+06    2.36712e+10
     708169         105.46      5206        19.0604     44555              0             50    2.51189e+06    5.94594e+10            275    3.16228e+06    7.48549e+10
